Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
2.3600,-0.3123,-0.0978,-0.3123,0.0000,0.3123,0.0000,-0.4101,8.3608,-44.4844,593.1140,-44.2089,592.8955
2.4600,-0.2043,-0.3308,-0.2043,0.0000,0.2043,0.0000,-0.5351,-3.6392,-44.2931,594.0884,-44.1272,593.8754
2.5600,-0.1310,-0.1548,-0.1310,0.0000,0.1310,0.0000,-0.2858,-5.4170,-44.1351,595.0701,-44.0326,594.8601
2.6600,-0.1051,-0.0017,-0.1051,0.0000,0.1051,0.0000,-0.1069,-0.0604,-44.0050,596.0570,-43.9263,595.8480
2.7600,-0.0915,0.0238,-0.0915,0.0000,0.0915,0.0000,-0.0677,0.8328,-43.8737,597.0446,-43.8097,596.8361
2.8600,-0.0805,0.0216,-0.0805,0.0000,0.0805,0.0000,-0.0589,0.7576,-43.7354,598.0319,-43.6837,597.8242
2.9600,-0.0710,0.0177,-0.0710,0.0000,0.0710,0.0000,-0.0533,0.6207,-43.5902,599.0188,-43.5494,598.8118
3.0600,-0.0626,0.0146,-0.0626,0.0000,0.0626,0.0000,-0.0481,0.5095,-43.4389,600.0052,-43.4076,599.7991
3.1600,-0.0556,0.0158,-0.0556,0.0000,0.0556,0.0000,-0.0399,0.5518,-43.2820,600.9911,-43.2588,600.7854
3.2600,-0.0494,0.0164,-0.0494,0.0000,0.0494,0.0000,-0.0330,0.5734,-43.1201,601.9766,-43.1041,601.7717
3.3600,-0.0439,0.0171,-0.0439,0.0000,0.0439,0.0000,-0.0268,0.5993,-42.9538,602.9615,-42.9441,602.7574
3.4600,-0.0390,0.0170,-0.0390,0.0000,0.0390,0.0000,-0.0219,0.5956,-42.7836,603.9460,-42.7795,603.7427
3.5600,-0.0345,0.0147,-0.0345,0.0000,0.0345,0.0000,-0.0198,0.5153,-42.6099,604.9301,-42.6109,604.7274
3.6600,-0.0304,0.0127,-0.0304,0.0000,0.0304,0.0000,-0.0178,0.4436,-42.4333,605.9138,-42.4389,605.7118
3.7600,-0.0268,0.0106,-0.0268,0.0000,0.0268,0.0000,-0.0162,0.3702,-42.2543,606.8972,-42.2639,606.6958
3.8600,-0.0234,0.0083,-0.0234,0.0000,0.0234,0.0000,-0.0151,0.2889,-42.0732,607.8802,-42.0866,607.6794
3.9600,-0.0203,0.0061,-0.0203,0.0000,0.0203,0.0000,-0.0142,0.2135,-41.8906,608.8631,-41.9073,608.6629
4.0600,-0.0174,0.0039,-0.0174,0.0000,0.0174,0.0000,-0.0135,0.1378,-41.7069,609.8458,-41.7266,609.6461
4.1600,-0.0147,0.0020,-0.0147,0.0000,0.0147,0.0000,-0.0127,0.0696,-41.5224,610.8284,-41.5449,610.6292
4.2600,-0.0122,0.0002,-0.0122,0.0000,0.0122,0.0000,-0.0121,0.0061,-41.3376,611.8111,-41.3626,611.6123
4.3600,-0.0099,-0.0017,-0.0099,0.0000,0.0099,0.0000,-0.0116,-0.0591,-41.1529,612.7938,-41.1801,612.5955
4.4600,-0.0077,-0.0030,-0.0077,0.0000,0.0077,0.0000,-0.0107,-0.1056,-40.9687,613.7765,-40.9980,613.5785
4.5600,-0.0056,-0.0043,-0.0056,0.0000,0.0056,0.0000,-0.0098,-0.1498,-40.7853,614.7595,-40.8164,614.5619
4.6600,-0.0036,-0.0051,-0.0036,0.0000,0.0036,0.0000,-0.0087,-0.1786,-40.6032,615.7427,-40.6360,615.5454
4.7600,-0.0017,-0.0059,-0.0017,0.0000,0.0017,0.0000,-0.0076,-0.2080,-40.4228,616.7262,-40.4571,616.5292
4.8600,0.0002,-0.0074,0.0002,0.0000,-0.0002,0.0000,-0.0072,-0.2606,-40.2443,617.7101,-40.2800,617.5133
4.9600,0.0021,-0.0100,0.0021,0.0000,-0.0021,0.0000,-0.0079,-0.3503,-40.0683,618.6945,-40.1054,618.4979
5.0600,0.0039,-0.0133,0.0039,0.0000,-0.0039,0.0000,-0.0093,-0.4641,-39.8951,619.6793,-39.9334,619.4829
5.1600,0.0058,-0.0169,0.0058,0.0000,-0.0058,0.0000,-0.0111,-0.5902,-39.7251,620.6647,-39.7646,620.4685
5.2600,0.0076,-0.0192,0.0076,0.0000,-0.0076,0.0000,-0.0116,-0.6717,-39.5588,621.6507,-39.5993,621.4547
5.3600,0.0095,-0.0215,0.0095,0.0000,-0.0095,0.0000,-0.0120,-0.7509,-39.3965,622.6374,-39.4379,622.4415
5.4600,0.0113,-0.0239,0.0113,0.0000,-0.0113,0.0000,-0.0126,-0.8366,-39.2386,623.6249,-39.2809,623.4291
5.5600,0.0131,-0.0261,0.0131,0.0000,-0.0131,0.0000,-0.0130,-0.9127,-39.0856,624.6131,-39.1288,624.4174
5.6600,0.0149,-0.0274,0.0149,0.0000,-0.0149,0.0000,-0.0125,-0.9602,-38.9381,625.6021,-38.9819,625.4064
5.7600,0.0167,-0.0287,0.0167,0.0000,-0.0167,0.0000,-0.0119,-1.0031,-38.7963,626.5920,-38.8407,626.3963
5.8600,0.0186,-0.0299,0.0186,0.0000,-0.0186,0.0000,-0.0113,-1.0453,-38.6609,627.5828,-38.7058,627.3870
5.9600,0.0205,-0.0305,0.0205,0.0000,-0.0205,0.0000,-0.0101,-1.0691,-38.5322,628.5745,-38.5776,628.3786
6.0600,0.0223,-0.0308,0.0223,0.0000,-0.0223,0.0000,-0.0085,-1.0796,-38.4110,629.5671,-38.4567,629.3711
6.1600,0.0242,-0.0311,0.0242,0.0000,-0.0242,0.0000,-0.0069,-1.0885,-38.2976,630.5606,-38.3436,630.3645
6.2600,0.0262,-0.0311,0.0262,0.0000,-0.0262,0.0000,-0.0049,-1.0871,-38.1926,631.5551,-38.2389,631.3588
6.3600,0.0281,-0.0308,0.0281,0.0000,-0.0281,0.0000,-0.0027,-1.0777,-38.0968,632.5504,-38.1432,632.3539
6.4600,0.0301,-0.0303,0.0301,0.0000,-0.0301,0.0000,-0.0002,-1.0616,-38.0107,633.5467,-38.0571,633.3499
6.5600,0.0323,-0.0318,0.0323,0.0000,-0.0323,0.0000,0.0005,-1.1126,-37.9350,634.5438,-37.9816,634.3464
6.6600,0.0350,-0.0401,0.0350,0.0000,-0.0350,0.0000,-0.0050,-1.4021,-37.8704,635.5417,-37.9174,635.3439
6.7600,0.0379,-0.0500,0.0379,0.0000,-0.0379,0.0000,-0.0121,-1.7502,-37.8177,636.5403,-37.8652,636.3421
6.8600,0.0409,-0.0609,0.0409,0.0000,-0.0409,0.0000,-0.0200,-2.1307,-37.7777,637.5394,-37.8255,637.3407
6.9600,0.0439,-0.0678,0.0439,0.0000,-0.0439,0.0000,-0.0238,-2.3725,-37.7512,638.5391,-37.7994,638.3398
7.0600,0.0472,-0.0731,0.0472,0.0000,-0.0472,0.0000,-0.0260,-2.5595,-37.7393,639.5390,-37.7876,639.3391
7.1600,0.0506,-0.0795,0.0506,0.0000,-0.0506,0.0000,-0.0289,-2.7811,-37.7427,640.5391,-37.7913,640.3384
7.2600,0.0541,-0.0853,0.0541,0.0000,-0.0541,0.0000,-0.0312,-2.9858,-37.7624,641.5388,-37.8112,641.3373
7.3600,0.0578,-0.0878,0.0578,0.0000,-0.0578,0.0000,-0.0301,-3.0742,-37.7998,642.5381,-37.8485,642.3356
7.4600,0.0617,-0.0905,0.0617,0.0000,-0.0617,0.0000,-0.0289,-3.1682,-37.8558,643.5365,-37.9045,643.3329
7.5600,0.0656,-0.0933,0.0656,0.0000,-0.0656,0.0000,-0.0277,-3.2658,-37.9316,644.5336,-37.9801,644.3288
7.6600,0.0699,-0.0952,0.0699,0.0000,-0.0699,0.0000,-0.0254,-3.3332,-38.0285,645.5289,-38.0767,645.3228
7.7600,0.0742,-0.0949,0.0742,0.0000,-0.0742,0.0000,-0.0207,-3.3223,-38.1479,646.5217,-38.1957,646.3140
7.8600,0.0787,-0.0958,0.0787,0.0000,-0.0787,0.0000,-0.0171,-3.3525,-38.2911,647.5114,-38.3383,647.3019
7.9600,0.0834,-0.0953,0.0834,0.0000,-0.0834,0.0000,-0.0119,-3.3350,-38.4595,648.4971,-38.5059,648.2858
8.0600,0.0884,-0.0936,0.0884,0.0000,-0.0884,0.0000,-0.0052,-3.2743,-38.6547,649.4777,-38.7002,649.2644
8.1800,0.0955,-0.1248,0.0955,0.0000,-0.0955,0.0000,-0.0293,-4.3689,-38.9262,650.6465,-38.9705,650.4280
8.3000,0.1049,-0.1631,0.1049,0.0000,-0.1049,0.0000,-0.0581,-5.7074,-39.2414,651.8043,-39.2863,651.5824
8.4200,0.1120,-0.1463,0.1120,0.0000,-0.1120,0.0000,-0.0342,-5.1203,-39.6029,652.9485,-39.6457,652.7236
8.5400,0.1170,-0.1119,0.1170,0.0000,-0.1170,0.0000,0.0051,-3.9158,-40.0125,654.0763,-40.0508,653.8489
8.6600,0.1274,-0.1847,0.1274,0.0000,-0.1274,0.0000,-0.0572,-6.1935,-40.4725,655.1845,-40.5084,654.9484
8.7600,0.1353,-0.1991,0.1353,0.0000,-0.1353,0.0000,-0.0638,-6.9670,-40.8963,656.0903,-40.9294,655.8496
8.8800,0.1452,-0.2027,0.1452,0.0000,-0.1452,0.0000,-0.0576,-7.0953,-41.4551,657.1521,-41.4849,656.9067
9.0000,0.1495,-0.1515,0.1495,0.0000,-0.1495,0.0000,-0.0020,-5.3039,-42.0687,658.1832,-42.0906,657.9359
9.1200,0.1492,-0.1229,0.1492,0.0000,-0.1492,0.0000,0.0264,-4.3000,-42.7316,659.1833,-42.7400,658.9326
9.2400,0.1499,-0.1604,0.1499,0.0000,-0.1499,0.0000,-0.0105,-5.6150,-43.4382,660.1532,-43.4374,659.9034
9.3600,0.1453,-0.1339,0.1453,0.0000,-0.1453,0.0000,0.0114,-4.6861,-44.1825,661.0944,-44.1695,660.8488
9.4800,0.1371,-0.0923,0.1371,0.0000,-0.1371,0.0000,0.0448,-3.2296,-44.9592,662.0090,-44.9325,661.7700
9.5800,0.1305,-0.0769,0.1305,0.0000,-0.1305,0.0000,0.0535,-2.6923,-45.6285,662.7521,-45.5909,662.5182
9.7000,0.1234,-0.0951,0.1234,0.0000,-0.1234,0.0000,0.0283,-3.3282,-46.4548,663.6222,-46.4041,663.3928
9.8200,0.1165,-0.0984,0.1165,0.0000,-0.1165,0.0000,0.0181,-3.4442,-47.3036,664.4703,-47.2428,664.2478
9.9400,0.1081,-0.0731,0.1081,0.0000,-0.1081,0.0000,0.0350,-2.5581,-48.1726,665.2979,-48.1012,665.0833
10.0600,0.0990,-0.0477,0.0990,0.0000,-0.0990,0.0000,0.0513,-1.6692,-49.0592,666.1066,-48.9776,665.9003
10.1800,0.0930,-0.0730,0.0930,0.0000,-0.0930,0.0000,0.0200,-2.5544,-49.9616,666.8975,-49.8712,666.6967
10.3000,0.0866,-0.0664,0.0866,0.0000,-0.0866,0.0000,0.0202,-2.3237,-50.8784,667.6717,-50.7805,667.4777
10.4000,0.0811,-0.0600,0.0811,0.0000,-0.0811,0.0000,0.0211,-2.1000,-51.6523,668.3050,-51.5483,668.1165
10.5200,0.0744,-0.0429,0.0744,0.0000,-0.0744,0.0000,0.0315,-1.5010,-52.5917,669.0516,-52.4808,668.8701
10.6400,0.0687,-0.0427,0.0687,0.0000,-0.0687,0.0000,0.0260,-1.4933,-53.5418,669.7847,-53.4245,669.6088
10.7600,0.0643,-0.0520,0.0643,0.0000,-0.0643,0.0000,0.0124,-1.8186,-54.5017,670.5047,-54.3796,670.3340
10.8800,0.0595,-0.0428,0.0595,0.0000,-0.0595,0.0000,0.0168,-1.4972,-55.4706,671.2126,-55.3437,671.0475
11.0000,0.0545,-0.0283,0.0545,0.0000,-0.0545,0.0000,0.0262,-0.9914,-56.4476,671.9094,-56.3160,671.7497
11.1200,0.0509,-0.0383,0.0509,0.0000,-0.0509,0.0000,0.0127,-1.3392,-57.4321,672.5955,-57.2966,672.4399
11.2200,0.0480,-0.0381,0.0480,0.0000,-0.0480,0.0000,0.0099,-1.3343,-58.2579,673.1595,-58.1194,673.0076
11.3400,0.0449,-0.0356,0.0449,0.0000,-0.0449,0.0000,0.0093,-1.2446,-59.2547,673.8276,-59.1130,673.6796
11.4600,0.0415,-0.0262,0.0415,0.0000,-0.0415,0.0000,0.0153,-0.9167,-60.2574,674.4869,-60.1127,674.3430
11.5800,0.0382,-0.0207,0.0382,0.0000,-0.0382,0.0000,0.0175,-0.7244,-61.2656,675.1377,-61.1178,674.9976
11.7000,0.0361,-0.0299,0.0361,0.0000,-0.0361,0.0000,0.0063,-1.0449,-62.2788,675.7806,-62.1289,675.6434
11.8200,0.0338,-0.0264,0.0338,0.0000,-0.0338,0.0000,0.0074,-0.9245,-63.2968,676.4160,-63.1447,676.2819
11.9400,0.0312,-0.0186,0.0312,0.0000,-0.0312,0.0000,0.0126,-0.6498,-64.3191,677.0444,-64.1648,676.9136
12.0400,0.0293,-0.0156,0.0293,0.0000,-0.0293,0.0000,0.0137,-0.5457,-65.1741,677.5630,-65.0182,677.4346
12.1600,0.0276,-0.0208,0.0276,0.0000,-0.0276,0.0000,0.0068,-0.7287,-66.2035,678.1796,-66.0459,678.0536
12.2800,0.0260,-0.0221,0.0260,0.0000,-0.0260,0.0000,0.0039,-0.7752,-67.2365,678.7903,-67.0773,678.6666
12.4000,0.0242,-0.0174,0.0242,0.0000,-0.0242,0.0000,0.0068,-0.6094,-68.2727,679.3955,-68.1120,679.2742
12.5200,0.0222,-0.0109,0.0222,0.0000,-0.0222,0.0000,0.0113,-0.3824,-69.3118,679.9956,-69.1496,679.8767
12.6400,0.0211,-0.0172,0.0211,0.0000,-0.0211,0.0000,0.0039,-0.6004,-70.3538,680.5908,-70.1904,680.4736
12.7400,0.0200,-0.0167,0.0200,0.0000,-0.0200,0.0000,0.0033,-0.5850,-71.2241,681.0834,-71.0597,680.9677
12.8600,0.0187,-0.0144,0.0187,0.0000,-0.0187,0.0000,0.0043,-0.5038,-72.2706,681.6705,-72.1052,681.5567
12.9800,0.0172,-0.0099,0.0172,0.0000,-0.0172,0.0000,0.0073,-0.3478,-73.3194,682.2537,-73.1528,682.1418
13.1000,0.0160,-0.0105,0.0160,0.0000,-0.0160,0.0000,0.0055,-0.3672,-74.3701,682.8333,-74.2026,682.7230
13.2200,0.0150,-0.0116,0.0150,0.0000,-0.0150,0.0000,0.0034,-0.4047,-75.4227,683.4095,-75.2544,683.3005
13.3400,0.0139,-0.0099,0.0139,0.0000,-0.0139,0.0000,0.0040,-0.3464,-76.4770,683.9825,-76.3078,683.8751
13.4600,0.0126,-0.0056,0.0126,0.0000,-0.0126,0.0000,0.0070,-0.1950,-77.5329,684.5528,-77.3628,684.4468
13.5600,0.0118,-0.0057,0.0118,0.0000,-0.0118,0.0000,0.0061,-0.1978,-78.4138,685.0261,-78.2431,684.9212
13.6800,0.0109,-0.0080,0.0109,0.0000,-0.0109,0.0000,0.0029,-0.2816,-79.4720,685.5919,-79.3007,685.4881
13.8000,0.0100,-0.0070,0.0100,0.0000,-0.0100,0.0000,0.0030,-0.2464,-80.5314,686.1556,-80.3595,686.0529
13.9200,0.0090,-0.0043,0.0090,0.0000,-0.0090,0.0000,0.0047,-0.1515,-81.5917,686.7175,-81.4191,686.6160
14.0400,0.0080,-0.0033,0.0080,0.0000,-0.0080,0.0000,0.0047,-0.1153,-82.6528,687.2779,-82.4797,687.1775
14.1600,0.0072,-0.0036,0.0072,0.0000,-0.0072,0.0000,0.0036,-0.1262,-83.7146,687.8369,-83.5410,687.7375
14.2800,0.0063,-0.0023,0.0063,0.0000,-0.0063,0.0000,0.0039,-0.0822,-84.7770,688.3950,-84.6028,688.2965
14.3800,0.0056,-0.0022,0.0056,0.0000,-0.0056,0.0000,0.0034,-0.0771,-85.6626,688.8595,-85.4880,688.7617
14.5000,0.0047,-0.0011,0.0047,0.0000,-0.0047,0.0000,0.0036,-0.0387,-86.7255,689.4164,-86.5505,689.3195
14.6200,0.0037,0.0005,0.0037,0.0000,-0.0037,0.0000,0.0042,0.0178,-87.7886,689.9730,-87.6132,689.8770
14.7400,0.0029,0.0006,0.0029,0.0000,-0.0029,0.0000,0.0035,0.0221,-88.8517,690.5297,-88.6759,690.4343
14.8600,0.0019,0.0023,0.0019,0.0000,-0.0019,0.0000,0.0043,0.0818,-89.9146,691.0867,-89.7384,690.9921
14.9800,0.0011,0.0024,0.0011,0.0000,-0.0011,0.0000,0.0035,0.0833,-90.9772,691.6442,-90.8006,691.5503
15.1000,0.0001,0.0044,0.0001,0.0000,-0.0001,0.0000,0.0045,0.1544,-92.0393,692.2028,-91.8623,692.1095
15.2000,-0.0007,0.0053,-0.0007,0.0000,0.0007,0.0000,0.0046,0.1864,-92.9239,692.6691,-92.7467,692.5764
15.3200,-0.0017,0.0066,-0.0017,0.0000,0.0017,0.0000,0.0049,0.2317,-93.9846,693.2302,-93.8071,693.1381
15.4400,-0.0026,0.0063,-0.0026,0.0000,0.0026,0.0000,0.0037,0.2203,-95.0444,693.7931,-94.8667,693.7015
15.5600,-0.0037,0.0079,-0.0037,0.0000,0.0037,0.0000,0.0042,0.2759,-96.1030,694.3583,-95.9249,694.2672
15.6800,-0.0049,0.0113,-0.0049,0.0000,0.0049,0.0000,0.0064,0.3967,-97.1602,694.9261,-96.9818,694.8356
15.8000,-0.0061,0.0111,-0.0061,0.0000,0.0061,0.0000,0.0050,0.3890,-98.2158,695.4969,-98.0371,695.4069
15.9200,-0.0072,0.0093,-0.0072,0.0000,0.0072,0.0000,0.0021,0.3254,-99.2694,696.0712,-99.0905,695.9815
16.0200,-0.0082,0.0100,-0.0082,0.0000,0.0082,0.0000,0.0018,0.3503,-100.1458,696.5529,-99.9666,696.4634
16.1200,-0.0094,0.0129,-0.0094,0.0000,0.0094,0.0000,0.0035,0.4521,-101.0205,697.0375,-100.8411,696.9485
16.2400,-0.0112,0.0207,-0.0112,0.0000,0.0112,0.0000,0.0095,0.7237,-102.0676,697.6237,-101.8878,697.5354
16.3400,-0.0126,0.0235,-0.0126,0.0000,0.0126,0.0000,0.0108,0.8213,-102.9379,698.1163,-102.7577,698.0284
16.4400,-0.0142,0.0255,-0.0142,0.0000,0.0142,0.0000,0.0113,0.8908,-103.8057,698.6131,-103.6253,698.5256
16.5600,-0.0158,0.0228,-0.0158,0.0000,0.0158,0.0000,0.0070,0.7985,-104.8436,699.2154,-104.6630,699.1282
16.6600,-0.0175,0.0242,-0.0175,0.0000,0.0175,0.0000,0.0067,0.8479,-105.7053,699.7228,-105.5243,699.6360
16.7600,-0.0192,0.0239,-0.0192,0.0000,0.0192,0.0000,0.0047,0.8370,-106.5636,700.2360,-106.3823,700.1494
16.8600,-0.0211,0.0245,-0.0211,0.0000,0.0211,0.0000,0.0033,0.8560,-107.4182,700.7553,-107.2366,700.6690
16.9800,-0.0240,0.0370,-0.0240,0.0000,0.0240,0.0000,0.0129,1.2942,-108.4381,701.3875,-108.2557,701.3018
17.0800,-0.0269,0.0472,-0.0269,0.0000,0.0269,0.0000,0.0203,1.6506,-109.2829,701.9227,-109.0997,701.8376
17.1800,-0.0300,0.0527,-0.0300,0.0000,0.0300,0.0000,0.0227,1.8437,-110.1222,702.4662,-109.9383,702.3818
17.3000,-0.0340,0.0565,-0.0340,0.0000,0.0340,0.0000,0.0224,1.9764,-111.1212,703.1310,-110.9363,703.0474
17.4000,-0.0377,0.0602,-0.0377,0.0000,0.0377,0.0000,0.0225,2.1067,-111.9461,703.6963,-111.7603,703.6132
17.5000,-0.0419,0.0635,-0.0419,0.0000,0.0419,0.0000,0.0216,2.2238,-112.7628,704.2733,-112.5758,704.1909
17.6000,-0.0466,0.0689,-0.0466,0.0000,0.0466,0.0000,0.0223,2.4125,-113.5703,704.8632,-113.3819,704.7815
